2021-04-30 05:32:07.627 IDT [main]  TRACE LineSegmentationEvaluatorTool:42 - main
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:33.956 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@7a46a697 * java.awt.Polygon@383534aa = 0.7561217806511589
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@7a46a697 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:35.626 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@5f205aa
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@11028347
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@14899482
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@21588809
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:35.627 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:36.221 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@5f205aa * java.awt.Polygon@77468bd9 = 0.8248486779229054
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@61064425
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:36.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:37.790 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@5f205aa * java.awt.Polygon@383534aa = 0.056552008968080714
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@136432db
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@5f205aa with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@6d86b085
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:37.791 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:37.792 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@14899482
2021-04-30 05:32:37.792 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@21588809
2021-04-30 05:32:37.794 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:37.794 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:38.489 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@6d86b085 * java.awt.Polygon@77468bd9 = 0.00782472613458529
2021-04-30 05:32:38.490 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:38.781 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@6d86b085 * java.awt.Polygon@4cc77c2e = 0.07481214307183649
2021-04-30 05:32:38.781 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:38.781 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@61064425
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:38.782 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@6d86b085 * java.awt.Polygon@6bc168e5 = 0.026821200885593106
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@6d86b085 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:40.222 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@75828a0f
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@11028347
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@14899482
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@21588809
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:40.223 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:40.224 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:40.547 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@75828a0f * java.awt.Polygon@4cc77c2e = 0.006508572015193512
2021-04-30 05:32:40.547 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:41.238 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:41.238 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:41.238 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:41.238 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@61064425
2021-04-30 05:32:41.238 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:41.238 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:41.239 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:42.666 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@75828a0f * java.awt.Polygon@6bc168e5 = 0.7809965466206216
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@136432db
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@75828a0f with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@3abfe836
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:42.667 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:42.668 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@11028347
2021-04-30 05:32:43.480 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@21588809
2021-04-30 05:32:43.480 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:43.481 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:43.481 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:43.481 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:43.481 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:43.481 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7a7b0070
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3abfe836 * java.awt.Polygon@39a054a5 = 0.8968794410232117
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@61064425
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:44.097 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:45.483 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@3abfe836 * java.awt.Polygon@6bc168e5 = 0.020002414778444076
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@136432db
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@3abfe836 with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@2ff5659e
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:45.484 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@11028347
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@2ff5659e * java.awt.Polygon@14899482 = 0.8602244879436057
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@21588809
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:46.269 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:47.886 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@2ff5659e * java.awt.Polygon@39a054a5 = 0.010397271334179175
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@61064425
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7b1d7fff
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@299a06ac
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@383534aa
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@6bc168e5
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7b3300e5
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@2e5c649
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@136432db
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@7382f612
2021-04-30 05:32:47.887 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@2ff5659e with MO: java.awt.Polygon@1055e4af
2021-04-30 05:32:47.888 IDT [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@77afea7d
2021-04-30 05:32:47.888 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@ed17bee
2021-04-30 05:32:47.888 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2a33fae0
2021-04-30 05:32:47.888 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@e6ea0c6
2021-04-30 05:32:47.888 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@707f7052
2021-04-30 05:32:47.888 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@11028347
2021-04-30 05:32:48.677 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@77afea7d * java.awt.Polygon@14899482 = 0.028635485117897177
2021-04-30 05:32:48.678 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@21588809
2021-04-30 05:32:48.678 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2aae9190
2021-04-30 05:32:48.678 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@2f333739
2021-04-30 05:32:48.678 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@77468bd9
2021-04-30 05:32:48.678 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@12bb4df8
2021-04-30 05:32:48.678 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@4cc77c2e
2021-04-30 05:32:49.644 IDT [main]  TRACE LineSegmentationEvaluator:391 - matching possibility: java.awt.Polygon@77afea7d * java.awt.Polygon@7a7b0070 = 0.8321683752718235
2021-04-30 05:32:49.644 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@39a054a5
2021-04-30 05:32:49.644 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@71bc1ae4
2021-04-30 05:32:49.644 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@1f89ab83
2021-04-30 05:32:49.645 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@e73f9ac
2021-04-30 05:32:50.280 IDT [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@77afea7d with MO: java.awt.Polygon@7b1d7fff
